hostname,mass,age_yr,feh,av,chi2_phot,chi2_prior,chi2,distance_pc,model_G,model_BP,model_RP,model_H,model_g,model_r,model_i,model_z
HATS-66,1.4109999908364537,2169999589.350712,0.2779478186569026,3.0,5.567697483668003,1.3919074517013796,6.9596049353693825,1465.22143554688,5.370467954922783,6.356646477960324,4.4033165423851,0.8176852370770209,12.912819696808725,2.6075461645047113,1.9862373332964127,1.4307284727069685
CoRoT-24,0.91,10999999935.084024,0.5,3.0,39.28066644484239,0.6400000000000675,39.92066644484245,594.989929199219,7.537572139218233,8.732721060565614,6.351254214693915,1.0397374184201182,13.617618170106583,2.6075461645047113,2.000914094274466,1.4454052336850218
HATS-45,1.2719999794820445,1519999505.2470067,0.45078578214056175,3.0,11.876889776885003,2.9692222415117944,14.846112018396797,773.1552734375,6.135702447412099,7.165208444687645,5.1177032255935,0.9905232005606801,12.759088787121451,2.6075461645047113,1.9976612313308286,1.4421523707413844
CoRoT-1,0.95,1599999999.4714146,0.22416630099899507,3.0,17.584020496034608,4.396004977647506,21.98002547368211,743.851440429688,7.7076225996176255,8.866102280643869,6.554435123542131,0.7639037194191134,12.782678066528634,2.6075461645047113,1.9833169624179643,1.42780810182852
CoRoT-4,1.16,1000000.0,0.5,3.0,211.77718781548293,14.3289,226.10608781548294,712.183776855469,6.222304574235357,7.59106800903329,4.892086929389704,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
CoRoT-13,1.09,1635000000.000001,0.5,3.0,15.494611872013722,3.8415999999999997,19.33621187201372,1201.21447753906,7.045309551677508,8.160310415973525,5.935819872567038,1.0397374184201185,12.791206973458742,2.6075461645047113,2.000914094274466,1.4454052336850218
HATS-51,1.186999999645602,4740019137.243894,0.5,3.0,15.766279163449921,7.474165404629373e-10,15.766279164197337,385.46484375,6.290669172448867,7.390510647942733,5.195797555844029,1.0397374184201182,13.252623779274296,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-530,0.5300001732877029,9858189.330906967,0.5,3.0,557.7255198224634,0.24601600000048043,557.9715358224639,146.675964355469,10.710897327091965,12.982397465229338,8.928697814695447,1.0397374184201182,10.572101794333674,2.6075461645047113,2.000914094274466,1.4454052336850218
CoRoT-14,1.129999994630997,4200000000.000003,0.4719680086594117,3.0,11.39564756927113,2.84891200531183,14.24455957458296,1825.931640625,6.566903479843772,7.658262742006514,5.481597141731097,1.01170542707953,13.200235458861899,2.6075461645047113,1.9990612917748185,1.4435524311853742
HATS-41,1.4960002023297256,1339978344.6215131,0.5,3.0,6.205679826431344,0.01440000180363625,6.22007982823498,703.2998046875,5.295282633478935,6.2726582809237925,4.340374855314124,1.0397374184201182,12.70386211402598,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-1716,1.0699999979142978,5400000542.335864,0.5,3.0,14.21686496638282,2.6114560000001505,16.82832096638297,103.561882019043,6.818196474596176,7.937058216349881,5.705142020585765,1.0397374184201182,13.308905699802656,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-4127,1.2299999946049638,4800002035.387995,0.5,3.0,12.123981382856119,2.0736000000009396,14.19758138285706,320.226623535156,5.862831320061496,6.946277707343631,4.7863168187441705,1.0397374184201182,13.258442838397416,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-3353,1.332089,4999999999.999999,0.5,3.0,22.37877306275187,0.0,22.37877306275187,78.811653137207,2.419921967906375,4.000200734526766,0.9598707232652511,1.0397374184201182,13.277845034966585,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-500,0.7399999998935658,4999999942.482569,0.5,3.0,47.06175919333645,2.3104000000000826,49.37215919333653,47.384552001953104,9.3553775747761,10.809064648872914,7.969468848050667,1.0397374184201182,13.277845029386707,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-5082,0.99665,4999999999.999999,0.5,3.0,25.05405740332304,2.6896000000000004,27.74365740332304,42.9647445678711,7.338774632434282,8.495581460719459,6.188175312804471,1.0397374184201182,13.277845034966587,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-5592,1.1939999939758468,3600001195.184809,0.4016746773346487,3.0,11.005125982326124,2.7512814083619617,13.756407390688086,578.86572265625,6.257203104976061,7.320151933316508,5.201225355906669,0.941412095754767,13.13245633428665,2.6075461645047113,1.994415183747577,1.4389063231581327
TOI-2589,0.9299999988907514,10999999910.312681,0.5,3.0,18.718928691169435,2.3104000000000022,21.029328691169436,198.608917236328,6.740648123222247,8.23621725374726,5.453025372069851,1.0397374184201182,13.617618169149907,2.6075461645047113,2.000914094274466,1.4454052336850218
WASP-121,1.3299999931861637,1109999986.808594,0.496892834403341,3.0,6.838971373179347,1.7097428029480108,8.548714176127358,262.397491455078,5.96636554869815,6.981654425954648,4.965185975119326,1.0366302528234592,12.621480065636263,2.6075461645047113,2.000708723057189,1.445199862467745
NGTS-33,1.5999999963204823,29999999.449731093,0.25989583668341754,3.0,8.756668375875982,2.1891668799316086,10.94583525580759,435.669006347656,5.110310630853039,6.005959875450902,4.268137669529394,0.7996332551035359,11.054046008994627,2.6075461645047113,1.9850441694958931,1.4295353089064489
HD 56414,1.8899999951365323,420000091.13250357,0.23609024103622378,3.0,3.567229760956557,0.8918176306011,4.459047391557657,267.155029296875,4.242755787517199,5.056019537696206,3.5389593975846507,0.7758276594563421,12.200235547271339,2.6075461645047113,1.9838122828871108,1.4283034222976665
TOI-1221,0.9299999986575902,9999999934.5395,0.5,3.0,22.400407057468918,3.097600000000001,25.498007057468918,136.949935913086,7.444699972907763,8.628037329574148,6.268932913442214,1.0397374184201182,13.578995595208621,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2842,1.135,4700000000.000006,0.5,3.0,13.616554162956271,1.140624,14.757178162956272,450.242370605469,6.524997010256035,7.6249804247723745,5.430245000231148,1.0397374184201182,13.248741443927331,2.6075461645047113,2.000914094274466,1.4454052336850218
KELT-14,1.2389999991781735,5109999952.271521,0.5,3.0,8.925164445721165,0.5184000000000035,9.443564445721169,245.868209838867,5.47521489273753,6.602700021996277,4.363569334546338,1.0397374184201182,13.286558443708147,2.6075461645047113,2.000914094274466,1.4454052336850218
HATS-42,1.2729999989094252,3259999987.2702103,0.5,3.0,12.425877047719661,1.2544000000000004,13.680277047719661,786.590942382813,5.997926455347102,7.064091985430585,4.939974794191345,1.0397374184201182,13.090931703051407,2.6075461645047113,2.000914094274466,1.4454052336850218
HAT-P-24,1.37,1000000.0,0.39007960069543285,1.9580178022550516,179.11914109881226,26.60362607361995,205.7227671724322,405.083648681641,5.055332742231472,6.112510302718438,3.9648297231279575,0.7428070241948799,8.336768442303825,1.7021308492303282,1.3132490968773631,0.9513105738267079
HATS-70,1.779999997459315,810000031.9788893,0.24112550347835307,3.0,2.563214035296102,0.6408034742794331,3.204017509575535,1273.2890625,4.376533269482492,5.239226436715447,3.586856855023083,0.7808629218984715,12.486616603463595,2.6075461645047113,1.9840214476889568,1.4285125870995126
TOI-4791,1.241999994260689,3300002470.239482,0.5,3.0,9.87018599238616,1.3735840000018842,11.243769992388044,315.852264404297,6.129334300049128,7.1972706663170385,5.068599819170831,1.0397374184201182,13.095817239676355,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2886,1.229,1700000000.0000007,0.5,3.0,13.865782314524354,0.7464960000000002,14.612278314524355,412.177856445313,6.332815585722798,7.384960171281298,5.289294191893729,1.0397374184201182,12.807046371804013,2.6075461645047113,2.000914094274466,1.4454052336850218
HAT-P-9,1.2810000054964674,1000000.0,0.5,2.9205273987081117,253.01645373228746,3.61489030612245,256.6313440384099,455.77703857421903,5.962649351923602,7.2883273182272585,4.665797967733411,1.025491285553625,9.484282243853512,2.5384988295139403,1.9490237003871855,1.4083031747363781
TOI-6448,1.0299999997394942,33999998.85315775,0.5,3.0,24.196449931554696,1.4613965842532772e-13,24.19644993155484,376.490173339844,7.377501295897952,8.546397185750841,6.2163718996328505,1.0397374184201182,11.10803000742206,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2876,0.939,3799999999.9999995,0.5,3.0,31.03764868229363,0.3457440000000001,31.38339268229363,221.277923583984,7.813976990211333,9.015927659198622,6.621211244379218,1.0397374184201182,13.156882355206921,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-4214,1.381999725017505,1000000.0,0.5,2.3409747418825084,179.35678255945467,2.5661650625012107,181.92294762195587,334.5224609375,5.356167887222099,6.521675979828062,4.183158504550361,0.9215154654558904,8.793424151534452,2.034926435399874,1.5705935824186217,1.1375931558186267
XO-4,1.0999999870416697,2099999999.8032687,0.33589614758096764,3.0,9.043067472776086,2.260766620259404,11.30383409303549,262.637268066406,6.858974272032819,7.941113717390275,5.783012633219899,0.8756335660010859,12.899270273290488,2.6075461645047113,1.9900674860449776,1.4345586254555334
TOI-4794,1.2499999955484526,2700002785.394175,0.3086054304606023,3.0,10.790196773436179,2.6975491123837423,13.48774588581992,548.841674804688,6.016514161628463,7.041303538384479,5.003159546933663,0.8483428488807206,13.007920362405331,2.6075461645047113,1.98826367880619,1.4327548182167458
TOI-481,1.14000001165738,6699978098.087425,0.5,3.0,5.7349317630669825,0.9216000013324849,6.6565317643994675,177.408874511719,5.872271279273251,7.038384458245746,4.720567667988019,1.0397374184201182,13.402893338895929,2.6075461645047113,2.000914094274466,1.4454052336850218
Gaia-2,1.0,1000000.0,0.5,3.0,191.0912643813157,0.0,191.0912643813157,205.40055847168,6.524617087481225,7.937873614349929,5.163874031762694,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
KELT-19 A,1.6199999946334585,4999999999.999999,0.178148732110873,3.0,5.689131023523071,1.4222826633491383,7.1114136868722095,291.946838378906,2.380544155517787,3.831471996081477,0.9956820849137065,0.7178861505309914,13.277845034966587,2.6075461645047113,1.9814053926063517,1.4258965320169075
HAT-P-20,0.756,63600737.39323816,0.5,3.0,568.8896299056687,3.409985815285844,572.2996157209545,71.215934753418,9.176971286336894,10.586138785944101,7.819754088038161,1.0397374184201182,11.382087937686622,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-4562,1.192,700000000.7333041,0.5,3.0,15.488079630975035,2.8223999999999996,18.310479630975035,344.432037353516,6.622420594763044,7.691063391255517,5.5614967823941726,1.0397374184201182,12.421258090157062,2.6075461645047113,2.000914094274466,1.4454052336850218
HATS-39,1.37899999912431,2060000017.3946161,0.32409780276347944,3.0,6.722521207692795,1.680630172097847,8.403151379790643,779.748779296875,5.542075039739627,6.534462340041085,4.56768793095716,0.8638352211835978,12.89152770357143,2.6075461645047113,1.989287662645921,1.4337788020564768
TOI-150,1.3509999985506065,2345995982.691312,0.5,3.0,7.80771514350331,0.7744000000198801,8.58211514352319,332.3759765625,5.732919921408334,6.765159925746985,4.712447738957904,1.0397374184201182,12.946886320434249,2.6075461645047113,2.000914094274466,1.4454052336850218
HAT-P-33,1.8199999944421463,2299999889.151349,0.35108497009490514,3.0,5.801738203285335,1.4504345474729359,7.2521727507582705,391.893035888672,2.272769265529995,3.6732929642033363,0.9217785434017155,0.8908223885150235,12.937983117492823,2.6075461645047113,1.991071406457859,1.4355625458684147
HAT-P-39,1.404,1000000.0,0.5,1.3513287276558816,161.09449974153975,26.512606249999997,187.60710599153975,693.430847167969,4.5429697108961395,5.459792119343684,3.5608877654358366,0.7436174711631907,7.613074478883309,1.1748336974377902,0.9242993810010742,0.6747521360736982
TOI-715,0.225,6200000000.000007,0.5,3.0,200.75148466068083,9.0,209.75148466068083,42.460445404052706,14.937231460792534,17.88223693948423,12.976965035459076,1.0397374184201182,13.370553135595546,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-1011,0.91,4999999999.999999,0.5,3.0,27.308614348926813,3.5343999999999998,30.843014348926815,52.3451042175293,7.947186605101344,9.1672143215701,6.738183648739305,1.0397374184201182,13.277845034966587,2.6075461645047113,2.000914094274466,1.4454052336850218
HATS-55,1.1955,400000000.0000001,0.5,3.0,17.9864442105961,2.4586240000000004,20.4450682105961,599.16748046875,6.640342270479372,7.708400513297638,5.578844207857287,1.0397374184201182,12.18083306483573,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-4504,0.8899999961398172,9999998298.898893,0.5,3.0,27.94022055315256,1.8496000000002233,29.789820553152783,336.718841552734,7.787090955133634,9.000877656367118,6.583274088929706,1.0397374184201182,13.578995515683706,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-4773,1.4519999799862355,1069999963.5964332,0.43278208209295793,3.0,6.668050754418796,1.6670123603242515,8.335063114743047,501.499389648438,5.467939604916703,6.439054884035984,4.521539793821116,0.9725195005130762,12.606031592296011,2.6075461645047113,1.9964712587724822,1.440962398183038
TOI-969,0.734,2029999966.0424392,0.5,3.0,50.037464719239296,1.6900000000000401,51.727464719239336,77.7107086181641,9.525527194516993,11.015955152381578,8.115772858878083,1.0397374184201182,12.885720763788388,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2587 A,1.1499999913468344,6699990743.611068,0.44361406945238874,3.0,6.294642625751893,1.573660552948479,7.868303178700372,370.031280517578,5.286902838274921,6.485966718121271,4.114457324430617,0.983351487872507,13.402894112924427,2.6075461645047113,1.9971872098089911,1.4416783492195469
TOI-1937 A,1.072,3600000000.000004,0.5,3.0,19.6899824606415,1.478656,21.1686384606415,410.31610107421903,6.9697189244371955,8.088036853610449,5.8569071311505105,1.0397374184201182,13.132456188317732,2.6075461645047113,2.000914094274466,1.4454052336850218
XO-5,1.04,1000000.0,0.5,3.0,181.65726109065756,116.10406406249999,297.76132515315754,271.188995361328,6.442582623015845,7.843519228545484,5.091566197682386,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-1723,1.04,4800000000.000005,0.5,3.0,18.092362046229635,1.8604959999999997,19.952858046229636,100.392517089844,7.0635966721429595,8.195573323683506,5.936340198703903,1.0397374184201182,13.258442640940416,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2322,0.703,3900000000.000003,0.5,3.0,51.712510483199814,6.1504,57.86291048319981,59.8602333068848,9.860143978128308,11.453937937579799,8.384650692644906,1.0397374184201182,13.169095438651517,2.6075461645047113,2.000914094274466,1.4454052336850218
XO-2 N,0.971,1000000.0,0.5,3.0,338.0922572342205,36.0691698224852,374.1614270567057,149.381118774414,6.589587848741369,8.012775977490072,5.222699653355081,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
KELT-15,2.0599999950635053,4999999999.999999,0.4179629382765166,3.0,8.665391511048956,2.1663475831214014,10.831739094170358,314.694793701172,2.345574835929804,3.8977152831496222,0.9003301232297969,0.9577003566966349,13.277845034966587,2.6075461645047113,1.9954917726427908,1.4399829120533465
HD 63433,0.956,413999995.2328667,0.5,3.0,26.460572796280353,5.198400000000044,31.658972796280395,22.3590888977051,7.9214200235140355,9.128662449620364,6.723427777603886,1.0397374184201182,12.19441473602936,2.6075461645047113,2.000914094274466,1.4454052336850218
HD 63935,0.9406,6600000148.609441,0.5,3.0,24.668638653494323,2.4711840000000036,27.139822653494328,48.7727432250977,7.6144562909855456,8.801678785882885,6.434500375069659,1.0397374184201182,13.396773720268577,2.6075461645047113,2.000914094274466,1.4454052336850218
HAT-P-50,1.2730004188180446,3097289142.0177717,0.3803873320373177,0.2907067025905287,330.78793094085165,6.044724625939448,336.8326555667911,477.781372070313,3.7846030507405173,4.155698840872935,3.268804120229171,0.4328640508473638,9.837157314783978,0.25277865020266865,0.22362021590548392,0.17002554022763855
HAT-P-68,0.6785,1000000.0,0.5,3.0,345.7693306674501,7.587131433732408,353.3564621011825,200.923599243164,7.638807623015845,9.336394228545485,6.106166197682386,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-283,0.8,10400000000.000008,0.5,3.0,34.42457191512519,5.569599999999999,39.99417191512519,82.4380950927734,8.573194427851496,9.89019041638304,7.284629223137992,1.0397374184201182,13.5944460096154,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-2529,1.1099999862587313,7230000395.036575,0.42341583771066094,3.0,6.694288173965196,1.673564865314349,8.367853039279545,296.917724609375,3.9180108485502405,6.310127881077584,2.3040522720727337,0.9631532561307793,13.435335835849084,2.6075461645047113,1.9958521874837898,1.4403433268943455
TOI-2818,0.97699998993588,9499991043.692648,0.4762220311555391,3.0,15.759125282037012,3.939780867276295,19.698906149313306,309.478485107422,7.076909096719271,8.23160173669006,5.927654688132154,1.0159594495756574,13.554685142231328,2.6075461645047113,1.9993424656457226,1.4438336050562783
GJ 3470,0.5389999821728071,1995262464.1053705,0.5,3.0,634.2994349610333,1.5054080488999295,635.8048430099332,29.3826370239258,11.722582789500267,13.83343942725023,9.998616351462607,1.0397374184201182,12.878996822565965,2.6075461645047113,2.000914094274466,1.4454052336850218
GJ 3473,0.3600017353403438,4720251568.848431,0.5,3.0,910.1062044360353,2.4336000000481826,912.5398044360835,27.3047866821289,13.382736892629772,15.877150399176088,11.53327454784394,1.0397374184201182,13.250706088519555,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-1728,0.646,7099999999.999989,0.5,3.0,63.776378901813125,1.0,64.77637890181313,60.8206939697266,10.456612125724766,12.22844695102906,8.88234791861299,1.0397374184201182,13.42737855283635,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-3819,1.242,1000000.0,0.5,2.2683324870841846,192.11661984342896,17.55256399999999,209.66918384342895,545.752319335938,5.504097746652699,6.67489611780696,4.327561955085685,0.9084722727513902,8.706811408237995,1.9718019489965963,1.523157859559768,1.1036441165193305
K2-373,1.1579999771502199,4999999824.621474,0.4248905213533978,3.0,9.042796803701474,2.2606989446932757,11.30349574839475,226.340347290039,6.320394500887829,7.408272408961398,5.23847157416381,0.9646279397735161,13.277845017952771,2.6075461645047113,1.9959496581738403,1.440440797584396
HAT-P-35,1.2360001063046524,1000000.0,0.5,2.087792653913525,175.8119273513438,51.40560400000019,227.21753135134398,518.39697265625,5.371760627221528,6.4988965009157,4.228758980601555,0.8760453982022549,8.491531564681415,1.8149112818403492,1.405262010548739,1.019252657414944
TOI-521,0.42,800000000.0000004,0.5,3.0,116.48028264635148,6.1504,122.63068264635149,60.8404197692871,12.83619916908458,15.177707474245414,11.03269965161365,1.0397374184201182,12.481754471821228,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-108,1.17,1000000.0,0.5,3.0,281.27772920168934,27.346667111111106,308.62439631280046,465.760345458984,6.205963110820724,7.572531423667435,4.877208880609216,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
WASP-180 A,1.3,1000000.0,0.5,3.0,202.48447536309197,3.9976010000000004,206.48207636309198,249.648391723633,5.997763182249537,7.34012630981405,4.687855537642866,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-5726,1.06,4999999999.999999,0.5,3.0,17.538865108024474,0.0,17.538865108024474,108.4072265625,6.918517176326426,8.040891312138454,5.802378033195094,1.0397374184201182,13.277845034966587,2.6075461645047113,2.000914094274466,1.4454052336850218
HAT-P-30,1.55,1000000000.0,0.5,3.0,10.221684422908003,2.1904,12.412084422908004,207.175704956055,5.167182623015845,6.12473351425977,4.238630483396673,1.0397374184201182,12.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TIC 139270665,1.035,3400000000.000002,0.5,3.0,10.80358578000061,1.8933759999999997,12.69696178000061,185.337982177734,7.21433385162663,8.353753357303116,6.080757969543626,1.0397374184201182,13.10803002142854,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-338,0.659999980264271,2339592.9732865533,0.5,3.0,357.7036719429966,8.526400000000006,366.23007194299663,157.909973144531,8.68872092591132,10.579787479471094,7.059121570746166,1.0397374184201182,9.945646926220979,2.6075461645047113,2.000914094274466,1.4454052336850218
L 98-59,0.2923,4939999941.559176,0.5,3.0,153.3441432288254,14.745600000000044,168.08974322882545,10.6054840087891,14.079806466743564,16.753897228306197,12.18342301157936,1.0397374184201182,13.272024311089277,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-519,0.335,5400000000.000007,0.5,3.0,138.78706238779094,0.8463999999999998,139.63346238779093,114.597015380859,13.630959093649683,16.190105972586384,11.763792668316224,1.0397374184201182,13.30890565801061,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-355,0.96,1000000.0,0.5,3.0,228.04868128613745,6.1504,234.19908128613744,487.992919921875,6.614325480158702,8.041590657116913,5.244916197682386,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-183,0.942219,1000000.0,0.5,3.0,226.05467283569465,2.6896000000000004,228.74427283569466,318.35986328125,6.654623448015844,8.088627928545483,5.280911772682387,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-271,0.8299998895998707,1000000.0,0.45625355917963745,3.0,194.08859877266747,9.150711132350105,203.23930990501756,529.934936523438,6.933102890536687,8.409816971199055,5.531283232371388,0.9959909775997557,9.578996793698458,2.6075461645047113,1.9980226295220034,1.4425137689325591
TOI-622,1.3129999966330084,899999990.3571306,0.4613384042791342,3.0,8.82510156403092,2.2062753678811817,11.031376931912101,122.550224304199,6.046621088758348,7.061213197332662,5.045640389318571,1.0010758226992524,12.53037562807137,2.6075461645047113,1.9983587174436996,1.4428498568542554
K2-105,0.9400000262164583,1000000.0,0.5,3.0,249.4288421456035,6.995216000000011,256.4240581456035,197.887603759766,6.6597825620625795,8.094619157761047,5.285516143283235,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-6420,1.165,4400000000.000005,0.5,3.0,11.652544719229759,1.0816000000000001,12.734144719229759,600.197631835938,6.406675228721179,7.50117857399351,5.317612751183969,1.0397374184201182,13.219637852888075,2.6075461645047113,2.000914094274466,1.4454052336850218
KELT-17,1.634999993596231,649999993.5023732,0.26302037481495893,3.0,5.054237106822034,1.2635592169782426,6.317796323800277,225.960296630859,4.860865048012151,5.75275032929037,4.02532093099504,0.8027577932350773,12.3906528782027,2.6075461645047113,1.9852506889682355,1.4297418283787913
K2-276,0.82,4999999999.999999,0.5,3.0,35.62251131930765,2.9583999999999997,38.580911319307646,470.767578125,8.646204357067143,9.966701494986372,7.354891861384409,1.0397374184201182,13.277845034966587,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-346,0.71,1000000.0,0.5,3.0,304.470997939534,7.398399999999999,311.869397939534,105.222023010254,7.470866669454165,9.11138915896489,5.970858545739128,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
WASP-161,1.3899999829272223,4999999999.999999,0.4535924107052657,3.0,5.516576451673687,1.3791440579796748,6.895720509653361,352.906860351563,2.3868874438697336,3.9511180451096317,0.9355425782615077,0.993329829125384,13.277845034966585,2.6075461645047113,1.9978467382524412,1.442337877662997
K2-347,0.66,1000000.0,0.5,3.0,357.15909958882355,9.2416,366.40069958882356,315.680389404297,7.723016597695173,9.448263558303681,6.176634639743407,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TOI-1478,0.947,9099997092.945557,0.5,3.0,21.326939038993615,2.8493440000005554,24.17628303899417,151.789428710938,7.373764046306801,8.548937119029707,6.205766255487831,1.0397374184201182,13.535237419783094,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-180,0.735,1000000.0,0.4272674394113337,3.0,453.8317053811063,18.714724087294,472.54642946840033,202.537170410156,7.270389819205048,8.827518312636158,5.819176374108574,0.9670048578314521,9.57899679369846,2.6075461645047113,1.9961067629497975,1.4405979023603532
K2-122,0.63,186647355.18573555,0.5,3.0,707.3355415565211,0.5184,707.8539415565211,72.2498779296875,10.689903698832298,12.49853304956857,9.097274248139911,1.0397374184201182,11.847613154908949,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-98,1.246000109680721,1000000.0,0.4423337123996691,2.0308841388863406,175.84822425697993,9.678817983185747,185.52704224016568,513.500549316406,5.303085293106163,6.406431726404988,4.177874879994317,0.8081547050059431,8.423666976289436,1.765455626854956,1.3642874376542224,0.988834857038475
K2-115,0.918,1000000.0,0.5,3.0,215.0078255539426,9.684170640624998,224.6919961945676,400.702606201172,6.710932623015845,8.154019228545485,5.331166197682387,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
HIP 41378,1.159999991563956,4278999894.1834407,0.3455684560268388,3.0,12.706011465647766,3.17649998409827,15.882511449746037,105.604858398438,6.309327806436508,7.373307079069235,5.252042297386742,0.8853058744469571,13.207899394236767,2.6075461645047113,1.990706786944016,1.4351979263545718
K2-330,1.2299999956203338,4999999999.999999,0.36148556715718205,3.0,9.808701038735796,2.4521751886780887,12.260876227413885,157.967208862305,5.686580232286623,6.763690324896881,4.6151256446303925,0.9012229855773004,13.277845034966587,2.6075461645047113,1.991758844321287,1.4362499837318428
K2-121,0.71,1000000.0,0.5,3.0,365.92436776011135,3.3856,369.30996776011136,168.553466796875,7.470866669454165,9.11138915896489,5.970858545739128,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
WASP-169,1.3369999957600147,3801999897.782959,0.2677569041984327,3.0,2.7624278748279916,0.6906068998738852,3.4530347747018766,606.311218261719,5.314667511809764,6.378668886365011,4.2568200363092465,0.807494322618551,13.15712660439196,2.6075461645047113,1.9855637546143656,1.4300548940249214
K2-181,0.96,1000000.0,0.5,3.0,157.2426098956068,4.048247714681441,161.29085761028824,356.578063964844,6.614325480158702,8.041590657116913,5.244916197682386,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-34,1.16,1000000.0,0.5,2.4605725950826045,227.7872238730015,147.7416173611111,375.52884123411263,342.317565917969,5.795989338146121,7.030847604396744,4.5692039628296,0.9429845469375613,8.93601355397574,2.138851474402861,1.648690269981777,1.1934781267336179
K2-337,0.9399999885124957,1000000.0,0.32281172057969804,2.5015156247790795,178.13753908691984,5.622811776906595,183.76035086382643,423.349639892578,6.241966848999567,7.525364463268213,4.980403936799419,0.7731444967917518,8.98482481340533,2.1744282861914805,1.6637140318846,1.20089585159145
K2-97,1.1699998558936435,1000000.0,0.4137692817402356,1.1535699513494748,112.30143929570147,5.609401231450356,117.91084052715183,805.9931640625,4.7328811588830675,5.630036899625591,3.765588981466891,0.6217853643869525,7.377109234861548,1.0029336553071873,0.7894388220209522,0.5764785842971555
K2-114,0.863,1000000.0,0.5,3.0,227.21160366267992,2.831360349716446,230.04296401239637,469.66455078125,6.8498492896825125,8.318019228545484,5.454582864349053,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-340,0.93,4999999999.999999,0.5,3.0,19.71696351455434,2.8223999999999996,22.53936351455434,701.802062988281,7.802905335376307,9.006263108315371,6.608894424945204,1.0397374184201182,13.277845034966587,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-371,0.958,1000000.0,0.5,3.0,253.83597339486374,5.8951839999999995,259.7311573948637,438.727386474609,6.618801670634893,8.046828752355008,5.248916197682387,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
K2-356,0.9,1000000.0,0.5,3.0,278.3181505743278,5.9536,284.27175057432777,354.459014892578,6.752959198464385,8.203696705191778,5.368312592891376,1.0397374184201182,9.57899679369846,2.6075461645047113,2.000914094274466,1.4454052336850218
TIC 172900988 Aa,1.2383998842808026,3099999964.6504436,0.5,3.0,2.925004301712866,0.4096000000003391,3.334604301713205,244.357727050781,6.155607255222463,7.21955274643774,5.09922973844917,1.0397374184201182,13.069421373124852,2.6075461645047113,2.000914094274466,1.4454052336850218
